timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
290514957,5.2384276,0.0,0,0,1,0,1,0,0
291014957,5.2368164,0.0,0,0,1,0,1,0,0
291514957,5.2335935,0.0,0,0,1,0,1,0,0
292014957,5.2497067,0.0,0,0,1,0,1,0,0
292514957,5.1836424,0.0,0,0,1,0,1,0,0
293014957,5.2271485,0.0,0,0,1,0,1,0,0
293524961,5.1933103,0.0,0,0,1,0,1,0,0
294024960,5.244873,0.0,0,0,1,0,1,0,0
294524967,5.244873,0.0,0,0,1,0,1,0,0
295024990,5.225537,0.0,0,0,1,0,1,0,0
295524960,5.243262,0.0,0,0,1,0,1,0,0
296024960,5.196533,0.0,0,0,1,0,1,0,0
296524990,5.243262,0.0,0,0,1,0,1,0,0
297024973,5.1981444,0.0,0,0,1,0,1,0,0
297524967,5.243262,0.0,0,0,1,0,1,0,0
298024960,5.182031,0.0,0,0,1,0,1,0,0
298524960,5.225537,0.0,0,0,1,0,1,0,0
299024990,5.22876,0.0,0,0,1,0,1,0,0
299534957,5.1997557,0.0,0,0,1,0,1,0,0
300034957,5.2480955,0.0,0,0,1,0,1,0,0
300534957,5.182031,0.0,0,0,1,0,1,0,0
301034966,5.244873,0.0,0,0,1,0,1,0,0
301534957,5.1981444,0.0,0,0,1,0,1,0,0
302034957,5.230371,0.0,0,0,1,0,1,0,0
302534957,5.2497067,0.0,0,0,1,0,1,0,0
303044990,5.194922,0.0,0,0,1,0,1,0,0
303544960,5.225537,0.0,0,0,1,0,1,0,0
304044962,5.1868653,0.0,0,0,1,0,1,0,0
304544960,5.244873,0.0,0,0,1,0,1,0,0
305044960,5.1852536,0.0,0,0,1,0,1,0,0
305544990,5.230371,0.0,0,0,1,0,1,0,0
306044967,5.235205,0.0,0,0,1,0,1,0,0
